id;jabatan;unsur;sub_unsur;kegiatan;bobot
442;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;evaluasi penawaran dengan metode evaluasi harga terendah ambang batas, sistem nilai, penilaian biaya selama umur ekonomis, kualitas, kualitas dan biaya, pagu anggaran, atau biaya terendah;0.120
443;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;evaluasi penawaran pada Tender/Seleksi Internasional, pengadaan badan usaha pelaksana Kerjasama Pemerintah dengan Badan Usaha (KPBU), atau Pekerjaan Terintegrasi;0.210
444;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;penilaian kualifikasi pada Pengadaan Langsung;0.080
445;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;penilaian kualifikasi pada Tender/Seleksi/Penunjukan Langsung;0.120
446;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;penilaian kualifikasi pada Tender/Seleksi Internasional, pengadaan badan usaha pelaksana Kerjasama Pemerintah dengan Badan Usaha (KPBU), atau Pekerjaan Terintegrasi;0.210
447;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;Melakukan pengadaan barang/jasa secara e-purchasing dan pembelian melalui toko daring (online );0.030
448;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;Melakukan pengelolaan sanggah pada pekerjaan dengan metode pemilihan Tender/Seleksi/Penunjukan Langsung;0.040
449;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;pengelolaan sanggah pada Tender/Seleksi Internasional, pengadaan badan usaha pelaksana Kerjasama Pemerintah dengan Badan Usaha (KPBU), atau Pekerjaan Terintegrasi;0.090
450;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;pengelolaan sanggah banding pada pekerjaan dengan metode pemilihan Tender/Seleksi/Penunjukan Langsung;0.080
451;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;pengelolaan sanggah banding pada Tender/Seleksi Internasional, pengadaan badan usaha pelaksana Kerjasama Pemerintah dengan Badan Usaha (KPBU), atau Pekerjaan Terintegrasi;0.150
452;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;Melakukan penyusunan daftar penyedia barang/jasa Daftar penyedia barang/jasa;0.060
453;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;negosiasi dengan mengacu pada Harga Perkiraan Sendiri (HPS) dan standar harga/biaya;0.040
454;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;negosiasi pada pekerjaan dengan metode pemilihan Tender/Seleksi/Penunjukan Langsung;0.080
455;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;negosiasi pada Tender/Seleksi Internasional, pengadaan badan usaha pelaksana Kerjasama Pemerintah dengan Badan Usaha (KPBU), atau Pekerjaan Terintegrasi;0.150
456;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;Mereviu dokumen persiapan pengadaan;0.040
457;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;usulkan perubahan spesifikasi teknis/KAK, HPS, dan/atau rancangan kontrak;0.080
458;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;konsolidasi untuk paket pengadaan barang/jasa sejenis;0.090
459;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;identifikasi permasalahan penggunaan sistem informasi/aplikasi pada tahap pemilihan penyedia;0.060
460;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;pendampingan/bimtek/konsultasi penggunaan sistem informasi/aplikasi pada tahap pemilihan penyedia;0.120
461;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;analisis temuan hasil pemeriksaaan pada tahap pemilihan penyedia barang/jasa;0.050
462;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;Menyusun rekomendasi/rencana tindak lanjut terhadap hasil pemeriksaan pada tahap pemilihan penyedia barang/jasa;0.100
463;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pemilihan Penyedia Barang/Jasa Pemerintah;Menyusun laporan tahunan Pengadaan Barang/Jasa;0.030
464;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;Melakukan perumusan kontrak Pengadaan Barang/Jasa Pemerintah dalam bentuk Surat Perintah Kerja (SPK);0.040
465;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;perumusan kontrak Pengadaan Barang/Jasa Pemerintah dalam bentuk surat perjanjian;0.080
466;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;perumusan kontrak Pengadaan Barang/Jasa Pemerintah dalam bentuk surat perjanjian untuk kontrak Pekerjaan Terintegrasi, kontrak payung, kontrak pengadaan barang/jasa internasional,;0.090
467;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;Mengorganisasikan Tim Pengelola Kontrak Pengadaan Barang/Jasa Pemerintah;0.240
468;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;pengendalian pelaksanaan kontrak pada pekerjaan dengan output barang jadi/layanan jasa lainnya yang sederhana/pekerjaan konsultan perseorangan;0.050
469;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;pengendalian pelaksanaan kontrak pada pekerjaan yang memiliki pedoman/standar/tata kelola yang baku, dengan output hasil pekerjaan konstruksi/layanan/sistem;0.100
470;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;pengendalian pelaksanaan kontrak pada pekerjaan yang mempunyai risiko tinggi/memerlukan teknologi tinggi/menggunakan peralatan khusus, dengan output hasil pekerjaan konstruksi/layanan/sistem;0.150
471;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;serah terima hasil pengadaan pada pekerjaan dengan output barang jadi/layanan jasa lainnya yang sederhana/pekerjaan konsultan perseorangan;0.030
472;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;serah terima hasil pengadaan pada pekerjaan yang memiliki pedoman/standar/tata kelola yang baku, dengan output hasil pekerjaan konstruksi/layanan/sistem;0.060
473;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;serah terima hasil pengadaan pada pekerjaan yang mempunyai risiko tinggi/memerlukan teknologi tinggi/menggunakan peralatan khusus, dengan output hasil pekerjaan konstruksi/layanan/sistem;0.090
474;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;Menyusun instrumen evaluasi kinerja penyedia Pengadaan Barang/Jasa Pemerintah;0.030
475;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;evaluasi kinerja penyedia Pengadaan Barang/Jasa Pemerintah;0.060
476;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;Mengembangkan sistem evaluasi kinerja penyedia Pengadaan Barang/Jasa Pemerintah;0.090
477;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;identifikasi Norma, Standar, Peraturan, dan Manual (NSPM) pada tahap pengelolaan kontrak pengadaan barang/jasa;0.040
478;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;Menyusun konsep rekomendasi/saran untuk pembinaan/pendampingan Pengadaan Barang/Jasa Pemerintah pada tahap pengelolaan kontrak pengadaan barang/jasa;0.100
479;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;pembinaaan/pendampingan Pengadaan Barang/Jasa Pemerintah pada tahap pengelolaan kontrak pengadaan barang/jasa;0.180
480;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;identifikasi permasalahan penggunaan sistem informasi/aplikasi pada tahap pengelolaan kontrak pengadaan barang/jasa;0.060
481;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;pendampingan/bimtek/konsultasi penggunaan sistem informasi/aplikasi pada tahap pengelolaan kontrak pengadaan barang/jasa;0.120
482;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;identifikasi permasalahan dan menyiapkan konsep rekomendasi/saran untuk pelaksanaan mediasi penyelesaian sengketa kontrak;0.200
483;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;mediasi penyelesaian sengketa kontrak;0.300
484;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;analisis temuan hasil pemeriksaaan pada tahap pengelolaan kontrak pengadaan barang/jasa;0.050
485;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Kontrak Pengadaan;Menyusun rekomendasi/rencana tindak lanjut terhadap hasil pemeriksaan pada tahap pengelolaan kontrak pengadaan barang/jasa;0.100
486;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;penyusunan rencana dan persiapan pengadaan secara swakelola pada pekerjaan yang pelaksanaannya mengacu pada standar/pedoman/ketentuan yang baku;0.040
487;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;penyusunan rencana dan persiapan pengadaan secara swakelola pada pekerjaan yang pelaksanaannya mengacu pada standar/pedoman yang spesifik pada bidang tertentu;0.080
488;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;penyusunan rencana dan persiapan pengadaan secara swakelola pada pekerjaan yang mengacu pada kaidah keilmuan bidang tertentu;0.090
489;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;pengelolaan pengadaan secara swakelola pada pekerjaan yang pelaksanaannya mengacu pada standar/pedoman/ketentuan yang baku;0.050
490;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;pengelolaan pengadaan secara swakelola pada pekerjaan yang pelaksanaannya mengacu pada standar/pedoman yang spesifik pada bidang tertentu;0.100
491;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;pengelolaan/pengadaan secara swakelola pada pekerjaan yang mengacu pada kaidah keilmuan bidang tertentu;0.120
492;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;evaluasi efektivitas penggunaan sumber daya pada Pengadaan Barang/Jasa Pemerintah secara swakelola.;0.060
493;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;evaluasi efektivitas pencapaian sasaran/tujuan Pengadaan Barang/Jasa Pemerintah secara swakelola;0.060
494;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;evaluasi kinerja terhadap instansi pemerintah/organisasi masyarakat/kelompok masyarakat pelaksana swakelola;0.060
495;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;identifikasi Norma, Standar, Peraturan, dan Manual (NSPM) pada Pengadaan Barang/Jasa Pemerintah secara swakelola;0.040
496;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;Menyusun konsep rekomendasi/saran untuk pembinaan/pendampingan Pengadaan Barang/Jasa Pemerintah secara swakelola;0.100
497;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;pembinaan/pendampingan Pengadaan Barang/Jasa Pemerintah secara swakelola;0.180
498;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;analisis temuan hasil pemeriksaaan pada Pengadaan Barang/Jasa Pemerintah secara swakelola;0.050
499;Pengelolaan Pengadaan Barang/jasa;Pengadaan Barang/Jasa;Pengelolaan Pengadaan Barang/Jasa Pemerintah secara Swakelola;Menyusun rekomendasi/rencana tindak lanjut terhadap hasil pemeriksaan pada Pengadaan Barang/Jasa Pemerintah secara swakelola;0.100
500;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun konsep Rencana Kegiatan Tahunan bidang perencanaan strategis;0.900
501;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun konsep Revisi Rencana Kegiatan Tahunan bidang perencanaan strategis;0.700
502;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;analisis dalam rangka penyusunan Konsep Rancangan Teknokratik Renstra;0.998
503;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun Konsep Rancangan Teknokratik Renstra;0.694
504;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;analisis dalam rangka penyusunan Konsep Renstra BPK;1.224
505;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun Konsep Renstra BPK;0.639
506;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;analisis dalam rangka penyusunan Renstra Satker Eselon I dan II (di unit perencanaan, evaluasi, dan pengembangan pemeriksaan keuangan negara dan unit perencanaan strategis pemeriksaan);0.770
507;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun Konsep Renstra Satker Eselon I dan II (di unit perencanaan, evaluasi, dan pengembangan pemeriksaan keuangan neg;0.405
508;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;pendampingan dalam rangka fasilitasi penyusunan Renstra Satker Eselon I dan II;0.482
509;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;analisis dalam rangka penyusunan Konsep Rencana Implementasi Renstra;0.859
510;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun konsep Rencana Implementasi Renstra;0.428
511;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;analisis dalam rangka penyusunan Konsep Business Case Fokus Pemeriksaan;1.133
512;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun konsep Business Case Fokus Pemeriksaan;0.436
513;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;analisis dalam rangka penyusunan Business Case Inisiatif Strategi;1.039
514;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;pendampingan penyusunan Business Case Inisiatif Strategis dengan satke;0.306
515;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;pendampingan penyusunan Kerangka Acuan Kerja (KAK) Fokus Pemeriksaan dengan satker;1.018
516;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;melaksanakan kegiatan Sentra Koordinasi Pengelolaan Fokus Pemeriksaan;0.836
517;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;melaksanakan kegiatan Sentra Koordinasi Pengelolaan Inisiatif Strategis;0.720
518;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;Pemantauan Pelaksanaan Fokus Pemeriksaan;0.733
519;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;Pemantauan Pelaksanaan Inisiatif Strategis;0.696
520;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun Konsep Manajemen Perubahan;0.811
521;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;melaksanakan tugas-tugas pelaksanaan Manajemen Perubahan;0.243
522;Pemeriksa;Perumusan Rencana Strategis Pemeriksaan;Perumusan Rencana Strategis Pemeriksaan;menyusun perbaikan dan revisi dokumen (Renstra/Rencana Implementasi Renstra/Business Case Fokus Pemeriksaan/Business Case Inisiatif Strategis/Kerangka Acuan Kerja Fokus Pemeriksaan);1.177
523;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);administrasi dalam rangka penyusunan Tema Pemeriksaan;0.100
524;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);mengumpulkan data dalam rangka penyusunan Tema Pemeriksaan;0.180
525;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);menyusun Tema Pemeriksaan;0.200
526;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);mengusulkan Tema Pemeriksaan;0.300
527;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);me-review Tema Pemeriksaan;0.400
528;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);melaksanakan administrasi dalam rangka penyusunan Proposal Pemeriksaan;0.100
529;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);mengumpulkan data dalam rangka penyusunan Proposal Pemeriksaan;0.160
530;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);menyusun Proposal Pemeriksaan;0.190
531;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);mengusulkan Proposal Pemeriksaan;0.300
532;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);me-review Proposal Pemeriksaan;0.400
533;Pemeriksa;Pemeriksaan keuangan, pemeriksaan kinerja, pemeriksaan dengan tujuan tertentu, dan pemeriksaan investigatif;Penyusunan rencana kegiatan pemeriksaan (RKP);melaksanakan administrasi dalam rangka penyusunan RKP;0.100
